Gene,pearson
RGL1,0.0111
S100A3,0.0111
RNF165,0.01111
GUCY1A3,0.01113
CPB1,0.01114
MFSD8,0.01114
H1FNT,0.01117
HCFC1R1,0.01118
PRRG4,0.01119
SLC44A3,0.0112
AQP7,0.0112
IGSF3,0.0112
NMUR2,0.01122
ITGA9,0.01122
USP37,0.01122
ESPN,0.01123
MXD3,0.01123
PRMT3,0.01123
KCTD3,0.01123
NUP35,0.01123
DEFB110,0.01126
CARM1,0.01128
RAB8B,0.01129
VPS37C,0.01129
C11orf49,0.0113
SLC26A6,0.01131
TXNIP,0.01131
ODF1,0.01131
RAPGEF3,0.01134
DLK1,0.01135
LRP8,0.01136
CTNNBIP1,0.01136
CATSPERD,0.01136
FBXO24,0.01139
KRTAP5-1,0.0114
SLC36A3,0.01142
PDGFRB,0.01146
METTL7A,0.01147
TANGO2,0.01149
SLC28A3,0.0115
ZNF627,0.01151
SEC24C,0.01152
SEC23A,0.01153
HMGN4,0.01154
MISP,0.01154
FANCE,0.01154
CTNNA3,0.01155
SERPINB3,0.01156
EEFSEC,0.01156
GKN2,0.01157
ENPP6,0.01157
IMPACT,0.01157
NT5C1B-RDH14,0.01159
ZDHHC21,0.0116
ZNF383,0.01161
PFKL,0.01162
DZANK1,0.01162
ASTE1,0.01164
CTBS,0.01165
TPD52L3,0.01165
FAM86C1,0.01167
CBLN2,0.01168
PATE2,0.01169
BPIFB6,0.01171
C10orf25,0.01175
ARHGAP30,0.01176
SYT5,0.01177
ALPK1,0.01177
SIX2,0.01178
ATP13A5,0.01179
CDK5R1,0.01179
PPM1N,0.0118
TRIM56,0.0118
ZNF48,0.0118
EHMT2,0.01181
SGCB,0.01181
CYP2B6,0.01181
EIF2AK3,0.01182
HIGD1A,0.01184
CRYGS,0.01184
ELOVL2,0.01185
SUSD4,0.01185
S100A9,0.01185
ANGPTL7,0.01186
TMEM181,0.01186
CNTN4,0.01189
FGF9,0.01189
FOXJ3,0.0119
PACSIN3,0.0119
ZNF726,0.01192
ESRRB,0.01193
GCFC2,0.01195
PARVB,0.01196
TRAF7,0.01196
LMO1,0.01197
NCAPH2,0.01197
DPP3,0.01201
PARK7,0.01202
ZNF710,0.01202
TNFRSF17,0.01203
C3orf33,0.01204
AIMP1,0.01205
OSER1,0.01206
MAPKAPK3,0.01206
CGN,0.01207
DUSP28,0.01207
SMARCA2,0.01212
RASA3,0.01214
RNF212,0.01218
TBX1,0.01218
PRR23C,0.0122
MFSD11,0.0122
SART3,0.01221
KRTAP10-4,0.01223
TMEM121,0.01223
SPATA33,0.01226
IGLON5,0.01227
RIPPLY3,0.0123
DPEP2,0.0123
SLC36A2,0.0123
DLK2,0.01232
RDH14,0.01234
MUT,0.01236
LSS,0.01237
PI15,0.01238
LOXL2,0.01238
ZNF667,0.01238
ERO1L,0.01241
OXT,0.01243
SOX15,0.01243
EIF4EBP1,0.01244
C11orf80,0.01244
BDNF,0.01245
SPATA4,0.01245
ABCB1,0.01249
FSTL4,0.0125
PILRA,0.01251
FSD1,0.01253
SP4,0.01255
POU2AF1,0.01255
MYH14,0.01255
C10orf10,0.01255
TTPA,0.01258
FAM83D,0.01259
PANX1,0.01262
SOWAHB,0.01262
CLRN2,0.01264
CHRNA9,0.01264
SYNGR4,0.01264
PRRT2,0.01264
LINGO1,0.01265
PCDHB15,0.01268
NOTCH3,0.01268
AKAP10,0.01269
CSMD2,0.01269
KBTBD3,0.01271
C15orf39,0.01273
C19orf40,0.01273
SIPA1L3,0.01277
SMYD3,0.01277
PPM1G,0.01279
C8orf4,0.01279
C7orf60,0.01279
ARL16,0.01282
LPIN2,0.01284
LPHN2,0.01284
STPG2,0.01286
DMPK,0.01288
DEFB123,0.01288
KRTAP19-6,0.01289
TMEM59,0.0129
ALOX5,0.01291
ZNF853,0.01291
GSG1,0.01292
SERPINE3,0.01293
SLC52A3,0.01294
NUTM1,0.01294
SLITRK3,0.01296
PCOLCE,0.01299
UCN2,0.013
RLN1,0.013
BCAR3,0.01301
GALNT10,0.01301
HBS1L,0.01302
SLC10A7,0.01303
KLHL38,0.01305
MATK,0.01307
KIAA1958,0.01307
C5orf64,0.01308
BEST3,0.01308
ZNF273,0.01308
IGF2R,0.01309
NTNG2,0.01309
CD63,0.01311
C17orf59,0.01311
C18orf54,0.01313
MAFA,0.01315
GNAL,0.01316
IL36G,0.01317
TAF1L,0.01317
SOD2,0.01318
RGL2,0.01318
HTR3D,0.01319
MPZL1,0.01319
ABCF3,0.01321
CPNE1,0.01322
BRINP2,0.01322
VASN,0.01322
SYN3,0.01325
TMEM101,0.01326
KATNA1,0.01327
IGDCC4,0.01327
TRPC4,0.01335
GJC1,0.01335
FSCB,0.01336
CSNK2A2,0.01337
KRTAP10-3,0.01338
COL4A3BP,0.01338
TATDN2,0.01338
FAM120A,0.01341
SDR42E1,0.01341
DCST1,0.01344
SMAD2,0.01344
TLL2,0.01347
CST5,0.01348
SLC13A1,0.01349
KRTAP21-3,0.01351
GTPBP2,0.01352
TTC17,0.01352
SCAF4,0.01354
TRABD,0.01356
CHMP1B,0.01356
ZNF835,0.0136
SCEL,0.0136
KCNMB1,0.01361
SETD9,0.01364
CD300C,0.01367
CCR2,0.01367
ZFYVE26,0.01368
PCBD2,0.01369
LBX1,0.01372
METTL22,0.01373
TMEM232,0.01374
RHD,0.01375
UBR3,0.01377
MAPRE2,0.01378
LOXHD1,0.01378
SETDB1,0.01379
BNC2,0.0138
LTN1,0.01381
C22orf46,0.01382
IFI27L2,0.01384
CC2D2B,0.01385
C8orf33,0.01389
ZNF530,0.01389
STAP1,0.0139
FOXB2,0.0139
GGNBP2,0.01391
FBXO17,0.01391
ESRP2,0.01392
CEP170B,0.01392
UBAP2,0.01392
PEX6,0.01393
RGCC,0.01398
APOC3,0.01398
CDC73,0.01399
KRBA2,0.01399
MGP,0.014
SMG7,0.01402
EML5,0.01403
WNT3A,0.01404
KRT73,0.01404
RTN1,0.01405
CLDN23,0.01406
ADPRM,0.01406
ZNF706,0.01407
ZNF511,0.01408
BHMT,0.01411
CLCA1,0.01414
CCDC108,0.01415
CTR9,0.01415
ZBTB39,0.01416
JPH2,0.01417
KLHDC10,0.01418
ACTL6B,0.01419
AHNAK2,0.0142
DOK4,0.01421
ARL4A,0.01422
DKK3,0.01424
RANBP1,0.01426
TTC23L,0.01429
C11orf71,0.0143
SYNE2,0.0143
ENG,0.01431
SZT2,0.01433
CLEC2A,0.01434
MRPL51,0.01436
NOP2,0.01436
LCN6,0.01437
GPR115,0.01438
PCDHB14,0.01438
SH2B3,0.01438
THEM5,0.01439
RWDD3,0.01439
GNAO1,0.01439
TMPRSS9,0.01442
RBM12,0.01442
CREG1,0.01442
LARP7,0.01443
AQP2,0.01443
ARHGAP20,0.01444
AVIL,0.01444
ZNF638,0.01445
VPS28,0.01445
HMG20A,0.01448
MUSTN1,0.01448
FNDC9,0.01448
CKAP2L,0.01449
MGAM,0.0145
ZPBP,0.0145
DGUOK,0.01454
APOA4,0.01454
PRR15,0.01455
MKS1,0.01457
SLIT3,0.01457
HORMAD2,0.01458
PYCARD,0.01458
ZNF221,0.01458
DDIT4L,0.01459
TDRD3,0.01459
ASB14,0.0146
SYCE1L,0.0146
C9orf72,0.0146
IGSF8,0.01461
STRN4,0.01461
POM121,0.01462
RABAC1,0.01462
ATP8B4,0.01462
PXDC1,0.01464
CXCR4,0.01465
PLEKHG4,0.01465
C8orf46,0.01466
MOB3C,0.01466
BCL7B,0.01467
SCAF8,0.01469
OSR2,0.01469
SLC9C1,0.0147
CRH,0.01471
TMEM252,0.01471
RUNDC3B,0.01472
BFAR,0.01473
PKP4,0.01475
KLK9,0.01476
FARP1,0.01476
IL6,0.01476
NUMB,0.01479
SLCO1A2,0.0148
MTHFD2L,0.01481
ZNF623,0.01481
NPAS3,0.01481
GAREML,0.01482
CD86,0.01483
DIRAS2,0.01483
ARPC3,0.01484
ROBO4,0.01484
PCDHGA12,0.01487
C5orf51,0.01487
RNF112,0.01488
MYOD1,0.01488
GGT6,0.0149
TENM3,0.01491
C11orf87,0.01493
SETDB2,0.01494
MMP17,0.01494
SLC16A12,0.01496
SLC41A1,0.01499
COL4A1,0.01499
CD320,0.015
SPTLC3,0.01502
TDRD1,0.01504
FBXO40,0.01504
PHIP,0.01504
UTP14C,0.01505
DMTF1,0.01505
GDPD4,0.01505
KRTAP22-1,0.01506
MGAT4A,0.0151
CRHR1,0.01511
THUMPD3,0.01512
CACNA1B,0.01512
PLTP,0.01513
TAS2R40,0.01513
PTPRO,0.01513
SNRPB2,0.01514
SPAM1,0.01516
IL17C,0.01516
NEMF,0.0152
DEFA5,0.01521
MEIS1,0.01522
CERS1,0.01523
ZNF575,0.01523
MFSD2B,0.01524
CHRM1,0.01524
ERMP1,0.01524
PTER,0.0153
TRERF1,0.0153
MGAT5,0.01534
CDC42EP1,0.01535
NAT8L,0.01537
ACTR1A,0.01537
EXO5,0.01537
ADAMTS5,0.01539
B3GALNT1,0.01539
IHH,0.01539
LMTK3,0.0154
HCN2,0.01541
ZPLD1,0.01542
KCNG2,0.01544
PRKACA,0.01546
HCRTR2,0.01547
VAC14,0.01548
CREB3L1,0.0155
HIST1H2BA,0.01554
FAM129A,0.01555
CATSPER1,0.01556
SLC17A7,0.01559
USP12,0.01559
ZNF714,0.01561
TTC38,0.01561
PPP6R3,0.01562
PWWP2A,0.01562
INADL,0.01563
NKTR,0.01564
PTCHD3,0.01564
WFDC10B,0.01564
SEPT4,0.01564
SLCO4C1,0.01566
LRRIQ1,0.01567
WFDC2,0.01568
NADSYN1,0.01568
HACE1,0.01569
CCAR1,0.01573
CDRT15,0.01574
CHST11,0.01574
RNASE13,0.01575
SGK1,0.01577
CLDN8,0.01577
NDUFAF3,0.01577
RCHY1,0.01578
ASGR1,0.01579
MAK,0.0158
CST6,0.01581
KIAA1324L,0.01582
MAPT,0.01583
CREBRF,0.01584
CTSO,0.01584
EPHX3,0.01588
SDK2,0.01589
POLR2L,0.01589
TXNL1,0.0159
IGSF9B,0.01591
ECHDC3,0.01592
DNAJB4,0.01594
POU3F2,0.01595
MYT1L,0.01597
SERPINB8,0.01598
DNAJB1,0.01598
FAM179A,0.01599
CCDC130,0.016
GUCY1A2,0.01603
RELL1,0.01604
RAP1GAP2,0.01604
CDKN2B,0.01605
FAM135A,0.01606
TRIP13,0.01607
PRMT6,0.01608
MN1,0.01609
GNG4,0.01611
MEST,0.01611
ATF7IP,0.01612
C12orf77,0.01613
TTBK2,0.01613
REC8,0.01614
NASP,0.01614
C9orf84,0.01616
PHLDB2,0.01616
HTRA4,0.01617
C12orf29,0.01618
PLEKHM3,0.01619
GEM,0.0162
B4GALNT4,0.01621
ANKRD34A,0.01621
ATP8B3,0.01622
GPR123,0.01623
CSF2RB,0.01624
RQCD1,0.01624
HLA-F,0.01626
KLHDC2,0.01627
NEGR1,0.01627
LRP6,0.01628
ADAM32,0.01628
MBD1,0.0163
G6PC2,0.01631
SREK1IP1,0.01631
SLC2A9,0.01638
MATN1,0.01639
STMN2,0.01641
ITFG1,0.01643
ZMAT5,0.01644
ZNF551,0.01645
CALHM2,0.01645
PATE4,0.01647
MAGI1,0.01649
SNRPG,0.01649
MYLK,0.01651
LY6G6D,0.01652
NFIL3,0.01653
ARRB1,0.01653
BEAN1,0.01655
PRSS42,0.01655
PANK2,0.01655
TTC32,0.01656
RHOC,0.01656
LCN9,0.01658
ZFHX3,0.01658
HAL,0.01659
IGDCC3,0.01662
RANBP6,0.01662
ACTG2,0.01664
PEBP1,0.01671
FOXE1,0.01674
RMDN3,0.01675
APOD,0.01676
PEX5,0.01676
RUFY1,0.01678
TMEM26,0.0168
SERPINA10,0.0168
SCUBE3,0.0168
GPBAR1,0.01681
GUCA1A,0.01681
PHC2,0.01682
ZNF527,0.01682
DYM,0.01683
GADD45G,0.01684
CORO1B,0.01685
EFNA1,0.01686
SPRED1,0.01686
ZNF416,0.01688
KLF5,0.01688
PIGC,0.01692
LRIT1,0.01692
ZSWIM2,0.01692
XKR8,0.01693
AGPAT3,0.01694
ATP2C1,0.01695
SPINK1,0.01696
SMPD1,0.01697
IL5,0.01702
TTC26,0.01702
AUTS2,0.01702
MARCH3,0.01703
LRRC10,0.01704
CUEDC2,0.01704
GGH,0.01705
MXRA8,0.01707
CDCA8,0.01708
TDRD9,0.01708
CCL18,0.01709
NAGA,0.01711
PAX6,0.01712
MED11,0.01713
UGT2B7,0.01715
ANKRD23,0.01715
SCN7A,0.01716
TRAK1,0.01716
ZNF493,0.01717
UGT2B4,0.01718
CYP4F3,0.0172
DEFB112,0.0172
HRAS,0.0172
ALOX12B,0.01723
CXCL12,0.01724
ICA1L,0.01724
ZNF8,0.01725
BMP8A,0.01725
RAC1,0.01726
PBX3,0.01727
OPN1SW,0.01732
SSNA1,0.01733
SEMA3A,0.01735
KRT34,0.01736
GPLD1,0.01738
CD22,0.01738
MICALL2,0.0174
MIER2,0.01741
DCAF12,0.01743
LAYN,0.01745
DAB1,0.01745
DDX24,0.01746
COIL,0.01746
LRCH3,0.01746
CASKIN1,0.01747
SNRPN,0.01748
PDGFA,0.01748
TRAPPC9,0.01748
C1orf186,0.0175
ATG10,0.01752
TNFAIP8L1,0.01754
TM2D3,0.01754
AEBP2,0.01756
CDCA2,0.01756
SCN2B,0.01757
BNC1,0.01757
SAMD4A,0.01759
TMEM51,0.01759
LSM2,0.01759
DBI,0.0176
ERH,0.0176
SUPT7L,0.0176
GXYLT2,0.01761
ENGASE,0.01761
MEX3A,0.01762
HERC6,0.01765
LYG2,0.01765
GPR26,0.01765
RASAL2,0.01765
FKBP3,0.01766
HEATR4,0.0177
CEP112,0.01773
USP14,0.01775
EIF3E,0.01775
CYP19A1,0.01776
PAQR5,0.01777
TXLNB,0.01781
GPR113,0.01785
SLC25A37,0.01785
GAPT,0.01785
CLDN5,0.01786
NBAS,0.01787
ZNF397,0.01787
APBB1,0.01788
COL5A1,0.01789
FBXL15,0.01789
SSTR4,0.01789
SH3BP4,0.01791
PRDM14,0.01791
SESN1,0.01793
TMEM180,0.01794
TSHZ3,0.01794
TMEM150A,0.01794
SEC61B,0.01795
SMIM7,0.01796
ZAR1L,0.01796
DNHD1,0.01796
MMP24,0.01797
LRRC38,0.01798
HN1,0.01798
SETD1A,0.01801
NPY,0.01802
PAQR6,0.01802
SIK2,0.01804
ZNF30,0.01804
PGAP2,0.01807
MSRB3,0.01807
DDR1,0.01808
NPFFR1,0.01808
CNOT6L,0.0181
C1orf101,0.0181
SLC39A7,0.01811
CDK3,0.01812
RELL2,0.01812
SMAD6,0.01813
VAT1,0.01813
NEURL1,0.01814
TRPM6,0.01815
MND1,0.01815
SMARCAL1,0.0182
TBC1D1,0.01823
BEND7,0.01823
FAM170B,0.01824
GBX2,0.01826
UCMA,0.01826
FABP4,0.01827
DNALI1,0.01828
IPO13,0.01829
GDF5,0.0183
NPY2R,0.01831
CCDC86,0.01831
KCNB1,0.01839
POC1B,0.0184
TSPEAR,0.0184
AQP8,0.01841
RASD2,0.01841
NRROS,0.01843
GGT7,0.01847
OGFOD3,0.01848
RB1CC1,0.0185
GHRL,0.0185
NR0B2,0.01851
ZKSCAN4,0.01852
CD3G,0.01854
SCAI,0.01854
MYH11,0.01855
ODF3,0.01855
BHMT2,0.01855
FN3KRP,0.01855
ZNF620,0.01856
ITGAX,0.01857
STON1,0.01858
ZNF347,0.0186
NANOS3,0.01861
POLD3,0.01864
KLHL41,0.01864
GNA14,0.01867
PRCD,0.01868
FRMD3,0.01871
PPP1R3C,0.01871
SPATA20,0.01871
C10orf11,0.01874
NUGGC,0.01875
ATP1A2,0.01876
PSCA,0.01876
ERVV-2,0.01882
DGKB,0.01883
IGFBP7,0.01884
TAGLN,0.01885
SGOL2,0.01887
MORN3,0.0189
CPA2,0.01893
CLEC12B,0.01894
WDR49,0.01894
OGFOD1,0.01894
LPGAT1,0.01894
SLC35E1,0.01894
LACTB,0.01894
PLCB1,0.01896
NHLH2,0.01896
C10orf99,0.019
PRUNE,0.01904
TLX1NB,0.01909
WDR76,0.01911
PARD6G,0.01912
SEMA6A,0.01912
ADAM28,0.01913
SYNGR2,0.01913
EIF5A2,0.01914
NRIP1,0.01914
CEBPD,0.01914
MS4A6A,0.01914
SOGA1,0.01914
HTR1E,0.01915
TSGA13,0.01917
TRABD2A,0.01917
AGR3,0.01918
TAS2R16,0.0192
PITX3,0.01925
MYL6,0.01925
CDH12,0.01926
FAM35A,0.01928
ZNF593,0.01929
DRD5,0.01931
FBXO3,0.01932
HRSP12,0.01934
DGKH,0.01934
LZTFL1,0.01938
ATP5G3,0.01938
SLC35E4,0.01939
ACAA2,0.01939
TSNAX,0.0194
SMYD4,0.01941
KIR3DL1,0.01945
ITGB1,0.01946
APOA1BP,0.01946
CDHR4,0.01947
ABHD12B,0.01947
PDZRN4,0.01948
ZYX,0.01949
RGS9BP,0.0195
C1QL3,0.01951
PSMB10,0.01951
DPYSL5,0.01951
SERPINB5,0.01952
TAF4,0.01953
GPR126,0.01953
TMPRSS3,0.01953
MRFAP1L1,0.01954
SMU1,0.01955
FAM149A,0.01956
KCTD7,0.01956
THBS4,0.01957
CPXM2,0.01958
CDKL2,0.01959
INTU,0.01961
HOXA13,0.01961
PRSS48,0.01964
SLC6A13,0.01966
GSPT1,0.01971
HFE,0.01976
FXYD6,0.01977
POU4F1,0.01978
COL8A2,0.01978
PSMA2,0.01978
MMRN1,0.0198
PROB1,0.0198
ZNF22,0.01981
TMED10,0.01981
RFPL4B,0.01982
WNK4,0.01984
C14orf1,0.01985
C22orf15,0.01989
FIZ1,0.01989
SMG9,0.01991
HDC,0.01991
CAPN1,0.01992
ANHX,0.01994
HSF1,0.01997
GDF2,0.01998
PPAP2B,0.01999
FSHB,0.02
NACA,0.02002
REG3G,0.02002
SLC16A10,0.02005
TLR2,0.02007
PRKRA,0.02008
RALGPS2,0.0201
RPS6KA5,0.0201
OSBP,0.02013
C9orf3,0.02015
GLIPR1,0.02019
ECI2,0.0202
NTF3,0.0202
HMGCS2,0.02021
WBSCR16,0.02022
FIGLA,0.02023
C9orf129,0.02024
PDCD2,0.02025
PAPD7,0.02025
ZNF385A,0.02028
PGLYRP1,0.02029
SEC14L4,0.02031
RNF181,0.02032
MTRF1L,0.02033
EDEM2,0.02037
CNTNAP2,0.02039
PSMD5,0.02041
FBXO2,0.02041
ZNF358,0.02041
BRINP1,0.02042
SOX4,0.02042
VCPIP1,0.02042
PDE1A,0.02044
ABCG2,0.02044
DDX43,0.02045
RAB22A,0.02045
CCDC107,0.02048
TNK2,0.0205
ACTR8,0.02051
SYNE4,0.02051
MAP3K8,0.02054
ACAD10,0.02054
PTPN7,0.02054
METTL21C,0.02056
BICC1,0.02057
HIST4H4,0.02057
MYLK3,0.02059
SULT1C4,0.0206
NXPE4,0.02062
CREB3L2,0.02063
DNAJC3,0.02065
FZD5,0.02065
TRIM44,0.02069
PDPN,0.02069
SLC35F6,0.02071
CIC,0.02076
EXT2,0.02076
SLC45A3,0.02077
KLF15,0.02078
LRP5,0.02078
C7orf33,0.0208
ZNF26,0.02081
CCDC42,0.02082
TGM2,0.02083
SCGB1C1,0.02083
B4GALT7,0.02084
TMEM115,0.02084
RNF17,0.02086
ANKH,0.02086
SEPT12,0.02089
COMTD1,0.02089
PTPN9,0.02092
WIPI2,0.02093
SNAP91,0.02094
ACE,0.02097
ECT2,0.02101
JMJD7-PLA2G4B,0.02102
MAP3K7,0.02102
ASB18,0.02104
FAM102B,0.02104
COL21A1,0.02105
PTP4A3,0.02106
PA2G4,0.02106
SKA1,0.02107
IL9,0.02108
NCOA4,0.02109
NOX4,0.0211
ADRB1,0.02112
DRG2,0.02112
LETMD1,0.02112
TIAM1,0.02113
LILRB1,0.02114
ENTPD2,0.02115
SERINC1,0.02116
LNPEP,0.02116
FMOD,0.02116
IL7,0.02117
ZNF699,0.02118
FAM216B,0.02118
CDH1,0.02119
SLC5A6,0.0212
TDRD10,0.0212
TMEM184C,0.0212
IFI27L1,0.02121
SDC3,0.02122
CRP,0.02123
ARL5B,0.02123
SPATS2L,0.02124
ARHGAP11A,0.02125
SLC4A1,0.02126
SRP14,0.02127
CCL17,0.02128
ZSCAN1,0.02129
TRIM41,0.02129
SPDL1,0.02133
CBS,0.02133
FGF22,0.02134
RNF135,0.02135
PM20D2,0.02135
RNF214,0.02137
NTS,0.02138
SUCO,0.02139
SLC27A2,0.02141
BTN2A1,0.02141
ADAMTS3,0.02143
SMARCC1,0.02144
CPXM1,0.02146
JAG2,0.02146
DUSP1,0.02146
ZNF775,0.02148
SLC39A11,0.02148
FBXO39,0.02152
HIST1H2AD,0.02154
SEMG2,0.02154
ABTB1,0.02154
ZNF281,0.02155
STX11,0.02156
NLRC4,0.02156
PSMF1,0.02156
ANKMY1,0.02156
ACOT12,0.02157
ZNF230,0.02157
PCDH1,0.02159
TEAD2,0.02159
ZDHHC2,0.02161
GALNT6,0.02162
CCBE1,0.02162
RBM5,0.02163
TAS2R1,0.02165
PTGR1,0.02166
DHX58,0.02166
TMEM165,0.02167
BMPR1B,0.02168
CD200R1L,0.02171
PPP1R8,0.02172
CENPW,0.02174
PLXNA1,0.02175
PTPRH,0.02175
ZNF782,0.02177
EPS8,0.02177
CREBL2,0.02178
FAM129C,0.02181
KRTAP24-1,0.02181
SLC22A6,0.02188
C1QB,0.02188
TUBA8,0.02189
C19orf54,0.02189
PGLYRP2,0.0219
CASP7,0.0219
ZCCHC14,0.0219
NKX3-1,0.02191
CSNK2B,0.02191
PLSCR2,0.02191
KLRC4,0.02192
SLC7A9,0.02192
LY6G6F,0.02193
LSM6,0.02193
SPTLC1,0.02193
HPX,0.02194
VAT1L,0.02194
OIT3,0.02195
CD2AP,0.02195
CALM3,0.02196
ICOSLG,0.022
ZNF580,0.02201
KIF3C,0.02202
TSPAN17,0.02202
FAM171B,0.02203
SMYD2,0.02204
RAB40B,0.02204
PIWIL4,0.02205
SH3TC1,0.02206
GALT,0.02206
ARL6IP6,0.02206
TUFT1,0.02207
SAMD7,0.02209
IKBKE,0.02209
DCAKD,0.02211
POMC,0.02211
MTHFR,0.02211
HRASLS2,0.02211
CLCF1,0.02212
ZFYVE19,0.02213
SLC25A2,0.02217
ZNF282,0.02219
FBXL3,0.0222
RABL2A,0.02221
CATSPER4,0.02221
IL1B,0.02222
KCNG3,0.02223
WNT6,0.02225
RECK,0.02226
MUTYH,0.02227
HHIPL1,0.02229
SEPT8,0.02231
CARD16,0.02232
ALDH16A1,0.02233
ZFP91,0.02234
SCRN2,0.02235
MLX,0.02236
KL,0.02237
CCDC62,0.02239
RFX8,0.02239
PRSS50,0.02239
KRTAP10-8,0.02239
GPR25,0.0224
RAPGEF5,0.02242
MCHR1,0.02242
KCNF1,0.02242
USH2A,0.02243
RIN1,0.02245
MOV10L1,0.02245
FLVCR2,0.02245
UBE2J1,0.02246
TMTC3,0.02247
KIAA1644,0.0225
BTBD3,0.02251
TIGD4,0.02251
C20orf27,0.02251
C1QTNF6,0.02251
CELF2,0.02252
IDI2,0.02252
ADRB2,0.02252
HOXC13,0.02253
ALS2,0.02254
STAG3,0.02256
ATE1,0.02256
CD5L,0.02261
TP53I3,0.02261
SNRPC,0.02265
PCDH9,0.02267
HIVEP2,0.02267
PRX,0.02272
STX19,0.02275
EHMT1,0.02275
ITIH3,0.02275
CES2,0.02277
EIF2S1,0.02278
C22orf29,0.02279
SKAP2,0.02281
CPLX2,0.02283
RPE65,0.02283
CFB,0.02286
SBK1,0.02287
CLDN11,0.02288
TMEM54,0.02288
CRISP2,0.02289
SLC6A18,0.02291
SLC7A2,0.02291
ZNRF3,0.02292
CACHD1,0.02294
TIGD3,0.02295
DCUN1D2,0.02296
FAM8A1,0.02297
CD80,0.02297
SAP30,0.023
MAPK8IP1,0.02301
HIP1,0.02305
ANK1,0.0231
IL17RD,0.0231
FAM204A,0.02315
NLRP3,0.02316
COX4I2,0.02316
PTPRE,0.02316
IL17RB,0.02318
RAB27B,0.02322
TPRG1,0.02322
VANGL1,0.02324
PITHD1,0.02324
USP34,0.02325
CKAP5,0.02327
HCFC2,0.02327
SPINK14,0.02328
CAPN7,0.02328
NUDT15,0.0233
FAM134A,0.02331
TMEM196,0.02331
HGFAC,0.02332
CDC42EP4,0.02332
NGFR,0.02333
KCNQ5,0.02334
MYO16,0.02334
ORC6,0.02335
FLI1,0.02335
CALB2,0.02335
ZNF398,0.02335
BMI1,0.02336
CLDN4,0.02341
FAF2,0.02341
ZBED6,0.02346
CSNK1A1,0.02346
CCDC151,0.02347
CREBZF,0.02348
C17orf77,0.02349
SLC28A2,0.02351
KIF21B,0.02354
SNED1,0.02355
GABARAPL1,0.02356
RBMS1,0.02356
C4orf29,0.02356
NIPAL4,0.02358
GPBP1,0.02359
AOX1,0.0236
LTC4S,0.02361
CXCL16,0.02362
SOCS4,0.02362
PRND,0.02363
MADD,0.02366
ATPIF1,0.02368
DNASE1L2,0.02371
MAGI3,0.02371
HOXA4,0.02372
CILP2,0.02372
HIST1H2AL,0.02373
CELF1,0.02374
C19orf47,0.02378
SDCBP2,0.02379
GAB2,0.02382
TRIM32,0.02383
HMG20B,0.02386
EMR1,0.02387
FAM122A,0.02387
TNIK,0.02388
FUT3,0.02391
ZBTB49,0.02392
PGAM5,0.02393
NARF,0.02393
AGMAT,0.02396
PKLR,0.02398
RNF19B,0.02398
MYO7B,0.02399
H6PD,0.02401
ATHL1,0.02401
CRTC2,0.02403
TEX101,0.02405
WFDC9,0.02405
FMO1,0.02405
TNRC6B,0.02406
MDP1,0.02408
EDAR,0.02408
CCDC50,0.0241
PPARD,0.0241
PHF2,0.02413
COX7A2,0.02415
SLC38A8,0.02416
FXYD5,0.02417
BZW1,0.02418
TRAF3,0.02418
CD2,0.02419
UBE2E2,0.02419
DNAH12,0.0242
RHBDD2,0.02422
GRIK1,0.02424
FDFT1,0.02424
PTDSS2,0.02426
LRRC14,0.02427
TNF,0.02427
TMEM211,0.02434
BCKDK,0.02434
CNTD2,0.02436
EXD2,0.0244
PTPN21,0.02441
C2CD4D,0.02442
S100A11,0.02442
NNT,0.02443
KIAA0100,0.02445
TMCC3,0.02446
ZSCAN30,0.02446
MED30,0.02446
SH3BP2,0.02449
FRMD5,0.02452
AIDA,0.02453
CST4,0.02458
SPG21,0.02458
PLA2G1B,0.02459
PWWP2B,0.02459
ARPC1A,0.02461
SFTA2,0.02461
SEC24A,0.02461
TLK1,0.02461
VKORC1L1,0.02461
HLA-DQB2,0.02465
ITPKB,0.02466
CADPS2,0.02467
GANAB,0.02467
EYA1,0.02467
LYSMD3,0.02468
NPPB,0.02469
MEF2BNB,0.0247
ZNF263,0.02472
SOX21,0.02472
CGA,0.02472
WDR70,0.02473
PLAC8,0.02473
HLA-G,0.02473
ZNF512B,0.02474
PPP1R14C,0.02475
NWD1,0.02477
CD82,0.02477
IDE,0.02478
MYO1E,0.02479
TUSC2,0.02479
CTRB2,0.02481
CA7,0.02481
ANXA6,0.02482
NPY5R,0.02485
TBATA,0.02485
LRIG1,0.02485
KBTBD2,0.02485
LRRC25,0.02486
DYRK1A,0.02487
KMO,0.02488
RASA4B,0.02488
HOXC11,0.02488
ARL6IP5,0.0249
AP4S1,0.0249
VWCE,0.0249
DNAJC25,0.02491
TIMP2,0.02491
TMEM55B,0.02491
FBXO34,0.02492
ASB8,0.025
RASSF8,0.025
CCR4,0.02501
TAF5,0.02501
RTN4R,0.02501
IRS1,0.02504
XRCC6BP1,0.02508
WFDC1,0.02508
BCAN,0.02509
TUBA3D,0.02512
FAM213A,0.02512
ZNF33B,0.02512
KCNIP2,0.02513
IL18,0.02513
ZNF613,0.02515
NME2,0.02515
DCHS2,0.02516
ATAT1,0.02517
