Gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
EVA1A,-2.32106,-0.30276,-0.86275,0.26963,-0.44633,-0.28205,-0.06098,0.00876,0.03649,0.36158
MPP4,-3.11877,0.45483,-1.03245,0.28731,-0.05694,-0.0673,0.28864,-0.09174,-0.19311,0.0577
ASPHD1,-2.57529,0.52029,-0.17407,0.24739,0.24775,0.08045,0.00797,-0.05345,0.27457,-0.09878
PPP1R26,0.08549,-0.60939,-0.01202,-0.08593,-0.72353,0.20791,0.03084,-0.36211,-0.17611,-0.11159
LSP1,-1.67331,0.19282,0.42789,0.27264,0.07129,-0.066,-0.15672,-0.09483,-0.16901,0.0249
ILDR1,-1.22449,-0.02971,0.16257,-0.00442,0.58263,-0.20111,-0.01904,-0.16149,-0.08209,-0.11572
GUCY1A2,-4.52107,0.35625,0.37849,-0.00436,-0.08279,-0.02508,-0.14067,-0.00868,-0.07912,-0.15307
TOX,-2.48824,0.34154,0.20704,0.18208,-0.26669,0.4331,0.07927,-0.16837,0.20946,-0.01784
CLVS2,-2.54526,-0.21789,-0.70953,0.067,-0.27666,-0.06073,0.17863,0.24785,0.12198,0.11872
GJA1,2.55441,-0.28302,-0.75811,-0.2221,0.86665,-0.07536,-0.64865,-0.20956,-0.46462,-0.36875
NPAP1,-3.64504,-0.06435,-0.73897,0.03086,-0.40212,0.09191,0.18333,0.1804,-0.03756,-0.13025
SCP2D1,-3.11491,-0.1706,0.05138,0.12385,0.08272,-0.2546,0.25768,-0.19034,-0.12603,0.08826
MTNR1B,-1.17391,0.10102,-0.74815,-0.14531,-0.7335,0.42491,-0.02985,-0.29314,-0.38398,-0.10237
PDCD10,-4.3976,-0.2303,-0.74044,-1.52161,0.52092,1.03228,0.7679,0.00747,-0.05522,-0.54461
FAM167B,-0.9052,-0.13203,-0.41358,-0.36196,-0.15332,-0.29331,0.31073,-0.33033,-0.4737,0.43308
SSFA2,-0.69608,-0.05785,-0.82511,0.13342,-0.16216,0.35604,-0.07455,-0.03742,0.0802,0.26537
TMF1,-0.83599,-0.41661,-0.35214,0.08599,0.2667,-0.09627,-0.45456,0.28265,-0.05514,0.16934
DAD1,24.25831,1.14562,2.41132,-3.42126,-1.91889,-1.34064,-0.26011,-0.65042,0.39564,0.87535
ZNF169,-1.07756,0.96474,0.80211,0.38936,-0.04021,-0.01934,-0.31499,0.10375,0.1266,0.11216
SLC35F5,-3.16175,-0.5087,1.19083,0.00318,0.34594,-0.28371,-0.59187,0.23765,0.30536,0.13764
C9orf24,0.39462,0.50171,-0.27823,0.44283,-0.27521,0.13198,-0.01593,0.36436,0.11296,0.04233
MICU3,-0.52387,0.00184,-0.49165,-0.1801,0.08467,-0.22919,0.1505,-0.03694,-0.05397,-0.1876
PCDHB8,-1.90343,0.25114,0.10337,0.03649,0.08982,-0.09119,0.20562,-0.03254,0.26458,-0.12835
CLDN12,-3.08075,0.06324,-0.75893,-0.16358,0.09352,-0.10879,0.16152,0.01284,-0.03051,-0.11453
BEAN1,-2.16485,0.1678,-0.03603,0.06098,0.07481,0.02133,-0.15871,-0.35141,-0.31405,0.02061
KRTAP21-2,1.90303,-0.20606,-0.50677,-0.37083,-0.01945,-0.26098,0.00641,-0.37704,0.09273,-0.36981
TBC1D20,0.6984,0.18891,0.02147,0.1202,-0.12294,-0.55018,0.13279,0.35114,0.44081,0.46183
WDR25,8.37801,0.1828,-0.8343,-0.40748,0.27399,-0.50203,-0.08216,0.87395,0.24874,-1.12738
PEX5L,-2.93323,-0.09668,0.25237,0.13531,0.1926,-0.01177,-0.42042,0.22155,-0.16733,0.43241
XKR6,-1.1577,0.48776,-0.55221,0.14289,0.20574,0.10335,-0.20795,0.07277,-0.08614,0.1241
CRELD2,-1.98845,-0.00225,0.38824,0.07782,0.04716,-0.02637,-0.07128,0.11051,0.37741,0.12641
SLC6A11,-3.52778,-0.09164,-0.59758,0.42296,0.28458,-0.14267,0.20059,0.39088,0.1039,-0.07098
ABCD2,-1.46511,-0.60702,0.54515,-0.21065,-0.3853,0.12511,-0.16019,-0.01445,0.03082,-0.02971
TBC1D8,-1.609,0.15698,-0.68676,0.40569,-0.55388,0.14404,-0.15951,0.25236,-0.08996,0.05417
NUP107,6.77766,0.64824,-0.43867,1.77178,-1.26611,-0.59178,1.32166,0.688,0.40008,0.45741
NPTX2,-4.16952,0.24246,0.39997,-0.07666,-0.27166,-0.17819,0.08319,-0.01824,-0.09902,-0.21924
IL11RA,-1.9644,0.06516,-0.20345,0.06022,0.05209,0.09532,0.11852,0.13197,-0.10297,-0.04152
TMEM180,-0.62591,0.35873,-0.1935,0.20542,0.45583,0.35174,-0.03079,-0.34182,-0.38437,0.15707
ADRA2C,-1.47382,-0.1537,-0.55119,0.02774,0.02148,-0.08412,-0.02217,-0.13139,-0.17113,-0.06703
ZNF606,-0.35872,0.54962,0.61429,0.35492,0.02688,-0.25906,-0.2975,0.05502,-0.1548,0.14539
OXCT2,-4.31128,-0.97183,-0.5914,-0.40785,0.06975,0.08441,0.27366,-0.02767,0.11941,0.04112
TMC8,-1.23395,-0.66603,-0.2749,-0.09023,-0.13858,0.13996,0.07732,0.00553,-0.03185,0.07826
KBTBD11,-2.48393,0.19429,-0.34096,0.35053,-0.35222,0.24773,0.45933,0.11623,0.0189,0.17135
SLIT1,-1.97521,0.29768,-0.29686,-0.08389,-0.30813,-0.14741,0.07541,0.10243,-0.05826,-0.10416
MED7,9.72829,-0.93559,2.42624,0.62171,-0.9259,0.79561,0.52855,-0.31071,0.09869,-1.53169
GLMN,1.38382,0.56158,0.82057,-1.55145,-1.18,-0.03992,0.00408,0.30735,0.26644,0.04858
RNF31,-0.23489,-0.02677,-1.22054,0.35002,-0.39518,-0.18525,0.32805,0.0031,0.01891,0.25738
LAPTM4B,-4.8471,0.28908,-0.15431,-0.10961,-0.39049,-0.294,0.04302,-0.04924,-0.02832,-0.11524
MTA2,-0.06523,-0.11033,-0.64248,0.12087,0.00998,0.74287,0.22213,-0.37158,0.3965,-0.25651
RAB33B,-1.67896,-0.15127,-0.96298,-0.17091,0.11434,-0.12197,0.08267,0.19145,-0.06844,0.27399
TMEM179,-4.26265,0.6296,-1.16579,0.51283,0.29591,-0.05871,-0.03075,-0.09832,-0.02242,-0.12211
ABCD4,-1.44629,0.34097,0.31096,0.36592,-0.1556,0.05023,-0.08445,-0.02146,0.10357,0.38987
ZNF461,-2.29648,-0.47558,0.42076,-0.19899,0.0054,-0.17779,0.23207,0.12631,0.14511,0.12164
PMPCA,12.95154,1.49828,0.82049,0.79449,0.66999,-0.05124,0.40259,1.285,-0.19891,-1.10005
ZFAND3,-0.58817,0.10244,0.34415,-0.01097,-0.39101,0.05348,-0.06246,-0.20356,0.20121,-0.05397
KNOP1,-3.64974,-0.46698,-0.26971,0.03461,0.63862,-0.30231,0.2358,0.00352,0.03437,-0.10259
FLRT1,-0.54554,-0.22717,-1.07474,-0.03859,-0.0461,-0.00581,0.01917,0.01479,-0.12126,-0.05265
VPS45,0.4594,0.56109,0.2284,-1.12188,-0.00285,0.07047,0.51812,-0.15688,0.56309,-0.29951
LY6G5B,-1.80061,-0.16573,-0.14097,0.05151,0.30536,-0.24784,-0.02966,0.15822,0.24112,0.1497
NDN,-3.21547,0.32751,-0.43258,0.02593,0.51968,-0.04743,-0.11346,-0.1843,-0.35736,-0.2153
ERO1L,-3.09874,-0.26565,0.82459,0.05571,-0.69135,-0.08877,0.1123,0.16883,0.17491,-0.06951
ABCA7,-3.14869,-0.33688,-0.66419,0.10028,-0.17331,-0.23629,0.13016,-0.0619,-0.00894,-0.11836
TAS2R20,-2.06832,-0.34427,1.21207,-0.06574,-0.3841,0.01951,0.26143,0.14674,0.13329,-0.23357
ZNF584,-2.16979,0.07748,-0.43095,-0.13538,-0.36853,0.00294,0.12395,0.07098,0.22859,0.07048
GNAI1,-2.06012,0.4024,1.0873,-0.11852,-1.06057,0.41217,-0.36561,-0.1096,-0.08189,-0.01383
ANKS6,-0.54075,1.74693,-0.62762,0.64164,-0.11747,-0.02548,-0.21431,-0.22634,-0.221,-0.20409
GAB2,-0.38385,1.13361,0.087,0.74731,0.49763,0.09313,-0.59197,-0.26702,-0.09035,0.41877
BRIP1,-0.79523,1.03038,0.31729,-0.69631,-0.04459,0.91833,-0.28375,-0.5288,0.35727,-0.40787
ZNF324,-1.91764,0.68619,-0.09378,0.35121,-0.02188,-0.09825,-0.02608,0.15795,0.15577,0.0805
CLEC4E,-0.44149,0.1129,0.26783,-0.084,-0.25663,-0.01004,-0.00035,0.10403,-0.31511,0.10251
GDF2,-1.9019,0.3002,-0.17933,0.21605,0.05522,-0.2001,0.07447,-0.24985,-0.30829,0.21243
MEF2D,-2.04223,0.24105,-0.43776,-0.14997,0.06582,0.62835,0.21874,-0.24514,0.46407,-0.31856
CRKL,10.93038,-0.84295,0.40933,2.92345,-3.47159,0.04808,-1.85404,1.91335,2.31221,2.20228
ZDHHC6,-2.84756,0.15306,0.0701,0.15264,0.33306,-0.22408,0.10678,0.07268,-0.0707,0.04991
ATP2B2,-0.75839,-0.15731,-0.92056,0.39074,-0.13793,0.0306,-0.08447,0.18868,-0.13114,0.02178
NEURL1B,-2.37772,0.53319,-1.09633,0.22215,-0.71086,0.08502,0.28457,-0.15894,-0.14205,0.0051
RANBP3,2.04687,0.76595,-0.21379,-0.29462,-0.19988,-0.27007,-0.38809,0.05274,0.31514,-0.07714
ANKRD30A,-1.21648,-0.44137,-0.33248,0.16443,0.23322,-0.49808,-0.10216,0.47158,0.29943,-0.31473
TIMM13,12.97195,0.03318,0.07368,-1.61478,0.93622,0.26048,0.8164,1.07628,-0.56954,0.37979
PODN,-1.74477,0.17961,0.12027,-0.04584,0.02438,-0.15946,-0.10852,-0.18468,-0.4129,-0.09439
ARPC1B,-2.55024,-0.47523,-0.70342,-0.38648,-0.18256,0.02462,-0.07026,-0.29209,0.12172,0.21436
PSMD13,14.19057,0.73994,0.3044,1.79315,0.01583,0.27847,-0.2868,0.91552,0.85216,-0.3218
ARGFX,-2.20996,1.73907,0.4605,0.51509,0.09163,-0.2723,-0.15413,-0.25279,-0.15151,-0.06037
TST,-3.7204,0.11459,-0.21062,0.04315,-0.21907,-0.01585,0.21441,0.2209,0.26217,0.01568
TOMM40,14.02783,2.80883,1.50271,-0.68509,-0.14358,0.55307,-0.76003,0.44321,-0.6551,-0.62057
CLEC2A,-2.21717,0.58074,0.09495,0.22571,0.74509,-0.2623,0.07899,-0.06162,-0.01686,0.00587
LHX3,-1.01258,-0.00463,-0.53414,0.28487,-0.34812,0.17697,0.21517,0.00558,0.08766,0.0733
MRAP2,-3.46996,0.10642,1.01363,0.04654,0.07312,0.03742,0.15125,-0.04332,0.10272,-0.3382
PDCD11,13.80014,2.4354,0.49833,-0.85833,0.22944,-1.33622,-1.16375,0.55982,0.34379,1.79452
PLEKHH3,-3.76654,-0.69793,0.34639,-0.65511,-0.16844,-0.12229,0.25142,-0.28672,-0.06425,0.30344
P2RX1,-1.53528,-0.16055,0.26029,-0.03175,-0.24205,0.08422,-0.02911,-0.18955,-0.20962,0.06068
DPP8,-1.24458,-0.46155,-0.13779,0.14521,1.09132,-0.25372,-0.3062,0.02112,0.16738,0.0326
CLK1,-0.64726,0.22038,-0.50797,0.263,0.25197,0.17309,-0.0139,-0.11881,-0.00355,0.15271
PLA2G7,0.57144,-0.51015,0.84452,0.12671,-0.77066,0.38423,0.03778,0.06462,0.13843,-0.0279
ADK,-1.45243,-0.02799,0.15341,0.00098,0.3355,0.12082,0.28284,0.25483,0.37204,-0.06872
TIMM22,5.25034,1.01371,-0.65168,-1.4609,0.03876,-1.52115,-0.23541,0.93039,0.51313,-0.41813
ZNF706,1.37125,-0.94716,-0.47951,0.32891,1.07438,0.09384,-0.23084,0.34679,0.4668,-0.14022
CCR7,-2.29543,-0.15775,0.10383,-0.02638,0.26199,-0.38141,-0.03929,-0.14728,-0.34049,-0.05782
PLEK2,-0.97127,-0.38333,-0.03012,-0.09651,0.05158,-0.08526,0.03832,0.05982,0.12913,0.00459
MBNL1,0.33975,1.47267,-0.23995,-1.16934,1.3007,2.11087,1.21626,-1.72464,-0.10924,-0.20914
DHRS12,1.0245,-0.83882,-0.26539,0.21217,-0.35832,0.45926,-0.07195,0.25204,0.15437,0.38308
SF3B3,30.01747,-3.87362,0.41066,1.83502,1.2643,1.06344,0.21225,0.53177,0.53196,-0.32211
ARSB,-0.49719,0.36437,0.47833,0.30307,0.13758,0.01409,-0.43851,0.01526,-0.55915,0.33541
NPFFR1,-2.23207,0.54054,-1.35805,-0.08499,0.03847,-0.07974,0.22675,0.13866,0.12953,0.03084
EIF3B,23.96016,-0.62338,-1.26521,-0.15881,-0.50136,0.36251,-0.86074,-0.41339,0.69181,0.31615
ANKRD53,-2.3658,0.27361,-0.48679,0.12641,-0.01593,-0.19526,0.18906,0.13854,0.04982,-0.21944
NAA35,3.13539,2.49797,0.10663,-0.36338,0.4773,-0.34658,0.34239,0.07618,0.10893,-0.00878
ALX3,1.23008,0.44346,-0.40072,0.51263,0.03377,-0.43932,0.09754,-0.39044,-0.51646,-0.03764
SCRN1,-1.28801,-0.67332,-0.70533,-0.18517,-0.3257,0.0667,0.26018,0.23095,0.01427,0.11561
MARCKS,-1.00965,0.86068,-0.85036,0.07922,-0.21926,-0.2383,-0.02822,0.19494,0.00322,-0.16732
B3GALTL,-0.45039,-0.94423,0.0242,-0.21239,0.28346,-0.08616,-0.40135,0.04509,0.01427,0.03284
PITPNA,-3.72595,-0.01955,0.10448,0.34496,0.09453,-0.09139,0.20119,0.06814,0.20849,-0.03681
KLRC4,-0.45958,-0.30281,-0.13701,-0.29305,-1.17275,0.3854,0.10668,0.01605,0.53826,-0.13936
MRPL32,4.05976,1.19494,0.68658,-0.67355,0.31895,0.7714,-0.05653,2.01046,-1.15839,-0.2458
PCP4,-3.21336,-0.43084,0.04963,0.24285,-0.46429,0.15612,0.14938,0.24762,0.32989,0.18615
PTH,-1.58073,0.0755,-0.34551,-0.21186,-0.12723,-0.14466,-0.01989,0.05545,-0.08086,0.08432
SLC35A3,-0.6471,-0.48163,0.72757,0.69138,1.28979,-0.49419,-0.28671,0.39506,0.3119,0.73635
ZNF544,-0.44142,-0.59525,-0.74096,-0.27254,0.65981,-0.20301,-0.04051,-0.07002,-0.11021,-0.09871
YARS2,8.3667,5.97851,0.46012,-0.67414,0.48178,2.45194,0.79318,1.59914,-1.33057,0.34093
DDX19B,-1.34009,-0.17391,0.66283,0.19761,0.38223,-0.20433,0.1409,0.09609,-0.03455,-0.0964
SH3GLB1,-1.79823,-0.71196,-0.34386,-0.09352,0.46693,0.13209,0.45392,-0.16702,0.23684,-0.18905
ZFP42,-1.0496,-0.95716,-0.33408,0.08851,0.58213,-0.09273,0.10378,0.47851,0.44489,-0.01861
LUM,-2.48836,-0.54437,0.72044,-0.52751,-0.7598,-0.08739,0.11616,-0.31823,-0.09189,-0.40242
CIITA,-2.93934,-0.51421,0.36165,-0.06424,0.10802,0.00296,-0.06275,0.07039,-0.12342,0.11119
SMIM2,-3.31873,0.12907,-0.3396,0.06164,0.49829,-0.25434,-0.14652,-0.05026,-0.13176,-0.09183
NEK5,-0.13998,-0.94088,1.94806,0.11272,-0.3753,0.7757,-0.58169,-0.2713,-0.21946,-0.38644
DGCR6L,-0.28184,0.01858,0.08975,0.0125,-0.16187,0.12057,-0.21193,0.12323,0.14568,-0.02527
COL6A3,-2.18031,0.01189,-0.4971,0.02623,0.13458,-0.27641,-0.28206,-0.02068,-0.00903,-0.15336
ERVV-1,1.40795,-0.36545,1.06137,0.01317,0.12273,-0.11974,-0.27079,-0.50777,-0.32377,0.22792
FAM184B,-5.23843,-0.07118,-0.3901,-0.01673,0.01547,-0.05531,0.41804,0.0444,0.09718,0.07526
THEMIS,-2.17789,-0.85619,-0.32996,-0.10111,0.1684,-0.17528,0.44206,0.10839,0.10961,0.15846
HERC2,-2.72154,0.87162,-0.50743,0.14304,-0.2066,-0.2879,-0.39405,-0.01299,0.19061,0.09576
C10orf128,0.4054,-0.41897,-1.2354,-0.1789,-0.61455,0.06698,-0.14513,-0.10276,-0.3002,0.00512
TBC1D10A,-1.48151,0.24031,0.26625,0.54873,-0.34946,0.08775,-0.21901,0.11504,0.06625,0.23378
SRSF11,11.12056,2.36806,-1.73831,0.58377,-0.05109,0.96396,-0.12108,-0.29734,-0.23281,-0.67946
SMCO3,-2.32902,-0.98451,0.90692,-0.01965,0.08322,0.03659,0.13873,0.14936,0.04271,0.07149
CNTFR,-3.07585,0.22523,-0.34262,0.17549,0.16106,-0.1297,-0.11082,-0.01552,-0.22334,0.09784
SLC12A4,-2.65089,0.58705,-0.68319,-0.02193,0.08259,-0.04654,0.13584,-0.30597,-0.18186,-0.02816
PCDHGA8,-2.73211,0.45787,0.10195,0.10862,0.22192,-0.30106,0.26737,0.22526,0.07257,-0.13828
MCM7,21.00305,-1.17594,-0.31807,0.74972,0.84412,-0.36163,0.3645,0.9957,-0.57324,-0.30137
TLL2,-2.29671,-0.0342,-0.22671,-0.13091,-0.27839,0.15883,-0.00584,0.0278,0.01213,-0.00294
CABP5,-3.83028,-0.70699,0.08406,-0.03356,0.26773,-0.25473,0.09933,0.0849,0.36108,-0.02601
CAPN7,-4.4306,-0.24311,0.03681,0.04782,0.22192,0.07813,-0.07816,-0.09709,0.14888,-0.14525
F7,-0.90738,0.2331,-0.48453,-0.19064,0.56398,-0.01802,-0.27086,-0.24311,-0.22548,-0.13387
REEP1,-1.80464,0.3092,0.75545,0.22674,-0.02018,0.08548,-0.32405,-0.02441,0.04727,0.14821
DHX36,9.74775,0.10223,-0.14812,-0.1072,-0.97137,0.17972,-0.20215,0.64211,1.33214,0.01333
ENGASE,-2.31602,0.03862,0.64999,0.03685,0.00326,0.01805,0.0967,-0.10407,-0.0579,0.09963
CSNK2B,11.14446,2.21325,0.00754,0.17996,1.2236,-0.01603,0.82835,0.53511,0.63186,0.5988
SLC25A38,5.99702,-0.69594,-1.67167,-0.2988,1.00404,0.04014,-1.65287,-0.72517,-0.87127,-0.16954
INHBB,-1.14315,-0.74019,0.1394,-0.15213,-0.85296,0.24228,0.19049,0.17882,-0.05766,-0.03475
KRTAP10-4,2.38113,-0.78811,-1.54796,-0.59725,-0.05238,0.16269,-0.5853,-0.22286,-0.14484,-0.11423
ARL15,-1.42439,-0.51433,-0.38993,0.31611,0.24526,-0.11467,0.02137,-0.13666,-0.012,0.12367
MAPT,-3.69535,0.32102,1.24895,0.1498,-0.15881,0.08542,0.13691,-0.05672,0.09746,0.1907
SAP25,-3.39337,-0.19927,0.33127,0.20243,0.52614,-0.13811,-0.06379,-0.0169,-0.40767,0.29757
PPP1R9A,-2.58037,0.01172,0.05237,0.27185,0.04516,-0.0602,-0.01983,0.33929,0.24301,-0.01925
ZNF726,-2.99848,-0.35419,0.00167,0.27159,-0.43451,0.28794,0.06763,0.29473,0.66569,0.08313
CENPV,-2.26032,0.56185,-0.46213,0.30533,-0.49778,0.45477,-0.01782,0.17242,0.05613,-0.01996
RNGTT,21.63217,3.63836,0.41387,2.79436,-0.27195,-0.60923,0.58469,-0.83872,-0.09269,-0.58708
IL18RAP,-1.59129,-1.17868,0.91025,-0.15792,0.16828,-0.01417,-0.3446,0.41561,-0.14083,0.29674
TOMM70A,2.14108,0.72462,-0.17592,-1.24211,0.00556,0.39271,0.35193,0.96139,-0.5946,-0.02856
DYDC1,2.18404,-0.66838,0.50865,-0.11577,0.06524,-0.0806,-0.34356,-0.10165,-0.01682,0.02748
CRCT1,5.82272,-1.56018,-1.75143,-0.52902,0.65355,-0.61302,-0.43717,-0.53062,-0.6233,-0.13203
APEH,0.40635,-0.15221,0.27654,0.03406,-0.65924,0.30332,-0.20111,0.07342,-0.09358,0.22864
C5orf49,-2.22854,0.00849,0.9051,0.26565,-0.28044,-0.01645,0.10202,-0.06596,-0.03706,-0.12272
PSG6,1.91006,-0.23068,0.41452,0.04372,0.52923,0.05281,-0.46921,-0.36719,-0.15012,-0.14856
RPP30,10.27034,2.27096,1.73933,-2.04483,-1.14204,-1.53384,0.50279,-0.17386,0.37403,0.36072
ANKRD46,-4.12388,0.14725,0.91086,0.01406,-0.85551,0.25632,0.15073,0.08585,0.27059,-0.09525
EPN2,-1.85296,-0.20818,0.14449,0.32521,0.41087,-0.29448,0.19616,0.19685,0.09443,0.02872
TTLL9,-3.68233,-0.36214,-0.29375,-0.15429,-0.05444,-0.07006,0.39738,0.18156,0.07663,-0.17535
PSG3,-4.35983,1.04245,-0.60556,-0.04488,0.91409,-0.91361,-0.38905,-1.04566,-0.3386,-0.60173
TIGD7,-2.7049,0.1638,-0.08054,0.27513,-0.042,-0.19737,-0.05216,0.22012,0.2307,0.0746
PI4KB,-0.85544,0.66932,0.42102,0.08697,0.23887,0.0753,0.57536,-0.82702,0.65622,-0.50048
CYP4F11,0.428,1.14451,1.22522,0.61625,0.30895,0.18863,-0.63551,-0.53604,-0.26943,0.08331
PRSS50,-0.7334,0.76998,-0.29687,0.31986,0.27784,-0.08488,-0.01859,-0.16331,-0.4404,0.22498
SLC25A26,2.84416,1.6325,0.05985,-1.44455,1.35073,0.67981,0.83392,1.08696,-0.24934,-0.53514
WBP1,6.11746,0.19937,-0.88628,0.74339,0.27362,0.45474,-0.92936,-0.88245,-0.38326,-0.54604
EIF4EBP1,-1.14724,1.25487,0.12829,0.51213,-0.25508,-0.05373,-0.03832,-0.15387,-0.08493,-0.3162
LARP1,1.00993,1.0828,-0.83846,0.17496,-0.63306,-0.63151,0.23872,0.52539,-0.07392,-0.07206
SFSWAP,6.66717,0.48371,-1.29552,0.71484,-0.13238,-0.50932,0.73462,-0.41897,-0.39216,-0.37862
BBS5,-0.41435,-0.42306,-0.10671,0.13468,2.0215,-0.3641,-0.05103,0.33309,0.40099,0.21158
CYP2A13,-0.31057,1.89459,-0.18447,0.49641,-0.10104,0.44279,-0.25937,-0.46448,-0.05844,0.15327
FOXN1,-1.18002,-0.13245,0.20205,-0.05135,-0.09578,-0.15344,-0.14917,-0.27271,-0.19163,-0.12143
GPR87,-1.14481,0.59992,0.70748,-0.09334,0.09542,-0.00398,0.32402,-0.42828,0.02554,-0.24746
IL10RB,-2.56852,-0.15467,0.13861,0.61333,0.30234,0.27807,0.05628,-0.01698,0.05151,0.25915
C22orf46,2.26738,-0.42706,0.6426,0.13022,0.07172,-0.50214,-0.34756,0.09835,-0.65541,0.08849
PDCD1,-1.10138,-0.18441,-0.22897,-0.00766,0.11226,-0.26042,-0.02888,0.0557,-0.13715,0.16301
RFC1,6.18571,-1.13502,1.43342,1.20053,-0.99772,0.30421,-0.00268,0.24124,-0.52868,-0.81164
PTCD2,-3.66707,-0.24662,1.2717,0.22565,0.12106,0.15145,-0.05496,0.39672,0.24144,-0.42358
ATP6V1B1,-3.17146,0.26865,0.33399,-0.08708,0.12636,-0.2763,-0.03364,-0.08586,-0.28957,0.36125
NRIP3,-1.90411,0.29696,0.53228,-0.11996,0.18562,-0.1835,-0.29948,-0.0073,-0.09864,0.10962
DISP1,-3.73818,0.28769,-0.21043,0.26572,0.21768,-0.05216,-0.04209,0.00335,-0.12143,-0.1608
IL23R,-1.50142,-0.43603,-0.03532,-0.13459,-0.46349,0.23117,0.26976,-0.10352,-0.09292,-0.1826
THPO,-1.01394,-0.28072,-0.64913,-0.31511,0.03352,-0.22367,-0.06155,-0.31073,-0.53435,0.01929
OIT3,-2.47487,0.02966,0.0017,0.01937,-0.24749,-0.35504,0.05878,0.11567,0.07913,0.17896
LONP1,17.93849,1.29899,0.40207,-3.01436,-1.60643,-0.75055,0.55104,1.35963,-0.57544,1.01934
RNF186,-2.90713,-0.02572,-0.20011,-0.3024,0.09109,-0.17969,0.3226,-0.0986,0.12722,-0.10099
FOSL2,-1.5832,0.53741,-0.16401,0.26275,-0.42368,0.29765,-0.18964,0.22912,0.01709,0.20839
CHPF2,-0.94672,0.15423,0.2536,0.24668,-0.00243,0.07975,-0.00248,0.068,-0.12792,0.01156
RNASE6,-3.59823,-0.60701,-0.52135,-0.15695,-0.18437,0.15418,-0.04102,0.12688,0.23004,-0.10395
NDUFB9,8.26189,-0.36266,-1.06385,-0.4773,1.00824,1.49607,-0.79253,2.46028,-0.95053,-0.17794
OAZ2,-2.6294,-0.34859,0.18759,-0.20058,-0.06548,-0.28643,-0.02184,-0.31807,-0.19824,0.02754
ZBTB22,-2.23398,0.10838,-0.17017,0.1386,-0.27019,0.16568,0.11599,-0.02104,0.10007,-0.13016
ZSCAN5A,-1.52643,0.27389,0.68362,-0.14064,-0.35721,0.06786,-0.11258,-0.16397,-0.08279,-0.28645
SPATS2L,-2.87575,-0.27779,0.01546,0.17587,0.50025,0.21142,0.30616,0.16728,0.163,0.07838
NSMF,-1.5585,0.06352,-0.37515,0.24203,0.22795,0.01905,-0.02342,0.01113,0.07271,0.09185
SLC26A10,1.09425,-0.36934,0.47039,0.05324,-0.52164,0.13566,-0.30423,0.03113,-0.31353,0.19824
TMEM39A,-3.15255,0.03293,0.16507,-0.08924,-0.11265,-0.5561,-0.01701,0.20542,-0.06516,0.19776
CRISP3,-2.43481,-0.15494,0.12811,0.16632,0.16958,-0.20186,0.02609,0.09667,-0.00936,0.04411
LCN9,-1.76682,-0.48429,0.17178,-0.22099,-0.40519,0.08068,0.25319,-0.33967,0.11648,-0.29329
PPP3CC,-0.44862,-0.29958,0.52162,-0.03823,-0.44227,0.1865,0.13193,0.27586,0.12227,0.20169
HDAC5,-2.17327,-0.18606,-1.17378,-0.15907,0.07592,0.07525,0.07491,-0.10156,0.17498,-0.25324
DRAM1,-1.03605,-0.36856,0.34339,-0.38992,-0.45179,0.57327,-0.31814,0.32248,0.20132,0.20296
NPDC1,-2.63681,0.27016,-0.03449,0.00128,0.01918,-0.02198,-0.13483,-0.15545,-0.11069,0.21765
EPCAM,2.11111,-0.32679,-0.8234,-0.05284,-0.8445,0.51884,-0.19588,-0.17392,-0.40502,-0.06411
KDELC1,-0.06424,-0.70152,1.95856,0.1462,0.05765,0.09505,-0.2616,-0.05206,0.33044,-0.12219
DCLK1,-1.30282,1.12278,-0.37031,-0.15206,-0.56233,0.19481,-0.36001,-0.14197,-0.12366,-0.09
ARHGEF10,-2.22774,0.32319,-0.22082,0.04104,-0.32309,0.12835,0.03202,0.06211,0.17503,-0.17407
FAM196B,-3.93199,-0.10908,-0.74353,-0.29815,0.00927,-0.13238,-0.00099,-0.1664,0.00942,-0.17435
COL11A1,-2.32621,-0.49395,-0.40888,0.02336,-0.20651,0.13332,0.06167,0.04785,-0.01281,0.00553
ROBO1,-2.3753,0.16663,-0.82363,0.10515,-0.37182,0.09724,0.05897,-0.06637,0.09663,0.1777
CDKN2D,-4.08811,0.07817,-0.49558,0.20819,0.3346,-0.22767,-0.12309,-0.21483,-0.02708,0.06372
RPN1,7.63375,2.7013,0.87057,0.16264,-0.9047,-1.58484,0.73011,-0.44723,0.1754,0.70113
SH2D3C,-3.59703,-0.0325,-0.26444,-0.35007,0.35537,-0.19241,-0.23683,-0.15779,-0.19331,0.09846
FAM50B,-3.79216,-0.15076,-0.74288,-0.19159,-0.33536,0.15556,-0.06526,0.10429,-0.11075,-0.32829
GAS7,-1.47831,0.22412,-0.35309,0.13994,0.43596,-0.34458,0.16341,-0.14025,-0.26563,0.04886
ANKRD40,-2.16386,0.21953,0.6513,-0.34007,0.527,-0.13857,0.01289,-0.28489,-0.07673,0.05299
FAM131A,-3.24854,0.14545,-0.22721,0.20859,0.46477,-0.01987,-0.23978,0.06417,-0.22401,0.12129
MLLT1,-2.47305,-0.22812,0.06178,-0.60357,0.18103,1.17075,0.45106,-0.13638,0.33791,-0.65333
